NPI,Full_Name,Primary Specialty,Primary Hospital Affiliation,source_hospital_system,HQ_STATE
1598141822,"Agrusa, Jennifer L",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1376360461,"Aguilar, Delanie R",Other,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1669963526,"Aguinaga, Sara ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1710758149,"Aguirre, Jennifer Serrano",Nurse - Nurse Practitioner,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),BHSH,MI
1326247156,"Ahad, Duraid S",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1801199971,"Ahamed, Ayaz ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1942936984,"Ahern, Colleen Elizabeth",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1588665574,"Ahern, Valerie Ann",Nurse - Nurse Practitioner,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1689626418,"Ahern, Michael J",Physician Assistant,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1982391454,"Ahlgren, Austin Tyler",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1740805365,"Ahlgren, Conner Douglas",Surgery - Orthopedic Surgery,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),BHSH,MI
1790766871,"Ahlgren, Bradley D",Surgery - Orthopedic Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1275343238,"Ahlstedt, Kylee ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1699498949,"Ahmad, Ela ",Cardiology - Cardiologist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,OH
1275844615,"Ahmad, Aesha ",Emergency Medicine,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),BHSH,MI
1528284866,"Ahmad, Faisal Imtiaz",Neurology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1184016073,"Ahmad, Muhammad Naeem",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,NM
1992048607,"Ahmad, Ahmad M",Internal Medicine,Corewell Health Trenton Hospital (FKA Beaumont Hospital - Trenton),BHSH,MI
1568623643,"Ahmad, Omar Imtiaz",Neurology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1134168388,"Ahmad, Mutahhar ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1649251588,"Ahmad, Faris K",Obstetrics/Gynecology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1861708711,"Ahmad, Ayyub ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1447780754,"Ahmad, Ruhel ",Pediatric Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1710118633,"Ahmad, Farrah Faisal",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1548644719,"Ahmad, Jawwad Masood",Cardiology - Pediatric Cardiologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,NY
1114389210,"Ahmed, Merajuddin ",Hospitalist,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1417649005,"Ahmed, Anam ",Family Practice,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1174152136,"Ahmed, Yusaf ",Anesthesiology - Anesthesiologist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1861561805,"Ahmed, Abdirizak Mohamed",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1790955219,"Ahmed, Shabana Najmi",Psychiatry,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1497949812,"Ahmed, Ghazala Azam",Obstetrics/Gynecology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1326881574,"Ahmed, Mazen ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1912528225,"Ahmed, Mohammad Umar",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1104931385,"Ahmed, Motahar Hossain",General Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1043560220,"Ahmed, Abduldayem ",Chiropractic,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1568849560,"Ahmed, Hafeezuddin ",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1023792140,"Ahmed, Wafa ",Other,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1255180709,"Ahmed, Kholood Altraifee",Geriatric Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1043507049,"Ahmed, Usman ",Family Practice,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1376512418,"Ahmed, Rubina ",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1508075433,"Ahmed, Salim Haji",Cardiology - Cardiac Electrophysiology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1689649873,"Ahmed, Muzammil M",Urology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1548482573,"Ahmed, Aiesha ",Neurology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1134583685,"Ahn, Hyunyoung ",Obstetrics/Gynecology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1861919722,"Ahrar, Asad ",Neurology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1124806476,"Ahsan, Anum Shazia",Physician Assistant,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1982609095,"Aitken, Marguerite E",Surgery - Plastic and Reconstructive Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1659087377,"Ajaero, Mary-anne ",Physician Assistant,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1598228090,"Ajaero, Osinachi ",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1487254850,"Ajami, Rola H",Nurse - Nurse Practitioner,Corewell Health Wayne Hospital (FKA Beaumont Hospital - Wayne),BHSH,MI
1710496682,"Ajami, Rania ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1295113132,"Ajami, Samih Mike",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1265296917,"Ajimal, Harpreet ",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1982709911,"Ajja, Saad ",Anesthesiology - Certified Registered Nurse Anesthetist,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),BHSH,MI
1447814694,"Ajja, Crystal Thamer",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1083611172,"Ajjour, Mohamad K",Cardiology - Cardiologist,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1629621248,"Ajlouny, Ashley Renee",Nurse - Nurse Practitioner,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1346222353,"Ajluni, Steven C",Cardiology - Interventional Cardiology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1700888179,"Ajluni, Sam K",Psychiatry,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1760439145,"Ajluni, Roger David",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1871799833,"Ajluni, Andrew Farris",Surgery - Orthopedic Surgery,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1073675427,"Ajrouche, Hussein Hassan",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1427203413,"Ajrouche, Janet Hind",Surgery - Foot and Ankle,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1669035366,"Akande, Avosuashi ",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1710547823,"Akaraz, Christina Ani",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1003020611,"Akay, Begum ",Surgery - General Surgery,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1114149283,"Akbar, Rabia ",Pediatric Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1518529742,"Akbar, Muhammad Ali ",Internal Medicine,Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),BHSH,MI
1649756685,"Akbar, Sara ",Pulmonary Disease,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1114330974,"Akel, Hassan Ali",Emergency Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1609829001,"Akhtar, Adil Jamal",Oncology - Medical Oncology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1588191761,"Akinyosoye, Oluwasayo Titilola",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1841207412,"Akkad, Ayman ",Endocrinology - Pediatric,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1639150899,"Akler, Michelle E",Ophthalmology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1982894317,"Akram, Arshia ",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1417442583,"Akram, Mahrukh Fatima",Cardiology - Cardiologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1558990747,"Akram, Faisal ",Surgery - Orthopedic Surgery,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,IL
1982389938,"Akter, Shormin ",Nurse - Nurse Practitioner,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1417084799,"Al Ashkar, Ayham Al",Oncology - Medical Oncology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1083103329,"Al Gharib, Raed ",Podiatry,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1043915267,"Al Hasani, Tajuldeen Tahseen",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1801934369,"Al Hassani, Thikra Hamid",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1053311779,"Al Khatib, Yasser ",Cardiology - Cardiologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1356781256,"Al Mushref, Mazen ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1326458068,"Al Nabhan, Ghassan ",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1679678353,"Al Shihabi, Mohmmed Yazeed",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1023493574,"Al Shweiat, Wajdi M",Nephrology,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1629258272,"Al Ta'Any, Dima ",Neonatal-Perinatal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1982792545,"Al-Ado, Muhammad Ammar",Pediatric Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1265829873,"Al-Ameen, Saleh M",Family Practice,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1508065848,"Al-Ameri, Hazim ",Cardiology - Cardiac Electrophysiology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1336110238,"Al-Ansari, Mohammed Rida",Urology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1700907144,"Al-Aouar, Rula N",Obstetrics/Gynecology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1871013714,"Al-Attar, Paul ",Surgery - Orthopedic Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1659909414,"Al-Awwa, Ahmad Izzat",General Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,NJ
1134312804,"Al-Dais, Adnan Ahmed",Pediatric Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1902564065,"Al-Ghazaly, Nawres ",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1235540436,"Al-Hadidi, Danna ",Anesthesiology - Anesthesiologist,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1912357427,"Al-Hadidi, Ameer ",Surgery - General Surgery,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1306837018,"Al-Hakim, Mohamad Mazen",Neurology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1598934606,"Al-Hakim, Abbas M",Internal Medicine,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1356317556,"Al-Hamad, Thanaa ",Gastroenterology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1265052096,"Al-Jamal, Ahmad Ali",Emergency Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1053817239,"Al-Janabi, Laith Nafil Mohsin",Hospitalist,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1790727360,"Al-Janadi, Anas ",Oncology - Hematology/Oncology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1154382919,"Al-Jarrah, Mohamad ",Pulmonary Disease,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1477560308,"Al-Kassab, Abdul K",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1730491606,"Al-Katib, Sayf A",Radiology - Diagnostic Radiology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1427289081,"Al-Khouri, Ghidah Edmon",Family Practice,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1609811975,"Al-Matchy, Victor P",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1144886409,"Al-Nabolsi, Moneer ",Family Practice,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1215777925,"Al-Obaidi, Rahma Nashat Aziz",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1831773274,"Al-Rawi, Aseel Zaid Sabri",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1104042084,"Al-Rufaie, Zeena Mohammad",Pediatric Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1609189620,"Al-Saadi, Haidar Abdulameer",Emergency Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1700363892,"Al-Saheli, Zaid ",Oncology - Hematology/Oncology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1639279458,"Al-Shami, Mahmoud M",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1902249766,"Al-Sheikh, Anas ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1790797355,"Al-Ujayli, Bishr Abdassalam",Infectious Disease,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1932300290,"Al-Wahab, Zaid R",Obstetrics/Gynecology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1275607533,"Al-Zouhayli, Kheir ",Neurology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1033951405,"Alaamili, Alabbas ",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),BHSH,MI
1861428039,"Alabed, Taref ",Pediatric Medicine,Corewell Health Taylor Hospital (FKA Beaumont Hospital - Taylor),BHSH,MI
1821736844,"Alaga, Katanya Clair",Family Practice,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1366183295,"Alajjouri, Zain Ziyad",Emergency Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1710678859,"Alakhras, Hazem ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1649258021,"Alam, Shafiqul ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),BHSH,MI
1043705114,"Alam, Salar ",Internal Medicine,Corewell Health Lakeland Hospitals - St Joseph Hospital (FKA Spectrum Heath Lakeland Medical Center),BHSH,MI
1184359416,"Alam, Anusha ",Pulmonary Disease,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,TX
1164628400,"Alam, Muhammad Umair",Pulmonary Disease,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1346028867,"Alamat, Rand ",Physician Assistant,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),BHSH,MI
1093975542,"Alame, Amer M",Surgery - Colorectal Surgery (formerly proctology),Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),BHSH,MI
1902591860,"Alameh, Saleem ",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),BHSH,MI
1376854570,"Alammar, Nouha ",Otolaryngology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
1760164784,"Alamro, Yazan Fayeq",Internal Medicine,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),BHSH,MI
