Facility_Name,City,total_providers,bcbsmi_providers,bcbsmi_coverage_pct,providers_analyzed,providers_with_payments,payment_penetration_pct,total_payments,avg_payment_per_provider,max_provider_payment,total_transactions,avg_manufacturers_per_provider,total_rx_cost,total_rx_count,unique_drugs,top_drugs,max_drug_prescribers,payment_intensity_score,payment_penetration_score,prescription_volume_score,provider_concentration_score,composite_risk_score,risk_rank,risk_category
Forest Community Health Center,Lansing,14,11,78.57,11,11,100.0,584221.16,53111.014545455,560540.83,1554,15.454545454545453,5676328.1132,6759.0,5,"JARDIANCE: $2.9M, TRULICITY: $1.5M, ELIQUIS: $0.6M",8,4.935579487431886,30.0,0.0572846179104433,15.713999999999999,50.706864105342326,85.0,Medium
Providence Colorectal (AKA Ralph D Pearlman MD PC),Southfield,10,10,100.0,10,10,100.0,66540.62,6654.062,22667.91,2511,24.5,6802673.1979,533.0,4,"STELARA: $6.6M, HUMIRA: $0.2M, ELIQUIS: $0M",6,0.6183585871287113,30.0,0.06865151681508949,20.0,50.687010103943805,86.0,Medium
Corewell Health Greenville Hospital (FKA Spectrum Health United Hospital),Greenville,1805,1643,91.02,1643,1366,83.14,15334560.79,11225.886376281,1496725.41,82821,8.419963481436394,640792186.47491,685978.0,8,"ELIQUIS: $168.2M, TRULICITY: $129M, STELARA: $111.6M",1071,1.0432158941267105,24.942,6.466774793523885,18.204,50.65599068765059,87.0,Medium
Associates in Family Practice PC,Sterling Heights,11,11,100.0,11,11,100.0,62534.18,5684.925454545,12197.18,2808,28.181818181818187,12288253.17643,14276.0,7,"ELIQUIS: $4M, OZEMPIC: $2.5M, TRULICITY: $2M",8,0.5282972223589881,30.0,0.12401113430381813,20.0,50.6523083566628,88.0,Medium
Thirlby Clinic,Traverse City,10,10,100.0,10,10,100.0,59365.64,5936.564,39053.28,666,15.700000000000001,8939922.00488,9450.0,6,"ELIQUIS: $2.7M, TRULICITY: $1.9M, XARELTO: $1.4M",10,0.551681864016171,30.0,0.09022029840167398,20.0,50.64190216241785,89.0,Medium
Petoskey Surgeons PC,Petoskey,18,18,100.0,18,18,100.0,122705.03,6816.946111111,72027.12,627,13.277777777777777,0.0,0.0,0,0,0,0.6334953244798682,30.0,0.0,20.0,50.63349532447987,90.0,Medium
AZ Home Health Care,Flint,17,17,100.0,17,17,100.0,61882.39,3640.140588235,13148.66,3368,25.94117647058824,28824826.54102,35069.0,7,"ELIQUIS: $11.9M, TRULICITY: $6.9M, XARELTO: $3.9M",17,0.3382764078679866,30.0,0.29089565328285255,20.0,50.62917206115084,91.0,Medium
Andersen Eye Associates,Saginaw,10,10,100.0,10,10,100.0,67580.05,6758.005,60150.98,301,11.5,0.0,0.0,0,0,0,0.6280179570927904,30.0,0.0,20.0,50.628017957092794,92.0,Medium
Alliance Health Professionals PLLC,Mount Clemens,52,52,100.0,52,52,100.0,116294.96,2236.441538462,6412.82,6298,22.653846153846153,41296468.12645,52112.0,8,"ELIQUIS: $12.3M, TRULICITY: $8.6M, JARDIANCE: $8.1M",49,0.2078313712615428,30.0,0.4167575148049123,20.0,50.624588886066455,93.0,Medium
Hamzavi Dermatology (AKA Dermatology Specialists of Canton Pllc),Clinton Township,37,36,97.3,36,36,100.0,430788.74,11966.353888889,299553.46,5321,21.61111111111111,4032871.5066,736.0,7,"STELARA: $3.4M, ENBREL: $0.5M, HUMIRA: $0.1M",19,1.1120271623281481,30.0,0.04069911018714133,19.46,50.61272627251529,94.0,Medium
Macomb Physicians Group,Sterling Heights,11,11,100.0,11,11,100.0,60233.01,5475.728181818,28208.38,2195,35.36363636363636,6377169.67049,7968.0,5,"ELIQUIS: $2.7M, TRULICITY: $1.2M, OZEMPIC: $0.9M",10,0.5088566265252481,30.0,0.06435740158758083,20.0,50.57321402811283,95.0,Medium
Henry Ford Macomb Hospital - Clinton Township,Clinton Township,2172,1845,84.94,1845,1541,83.52,27947123.74,18135.70651525,4882592.56,117905,10.355013550135494,677166481.921353,690306.0,8,"ELIQUIS: $156.5M, STELARA: $126.1M, OZEMPIC: $116.5M",1277,1.6853419546362738,25.055999999999997,6.833858509415071,16.988,50.56320046405134,96.0,Medium
Corewell Health Wayne Hospital (AKA Beaumont Hospital - Wayne),Wayne,1642,1511,92.02,1511,1286,85.11,15322203.09,11914.621376361,1469209.11,134125,13.495036399735275,545908298.39311,703841.0,8,"TRULICITY: $136M, ELIQUIS: $114.5M, JARDIANCE: $106.1M",1048,1.1072196863299635,25.532999999999998,5.509221395230458,18.403999999999996,50.553441081560415,97.0,Medium
Southwest Michigan Dermatology,Portage,15,15,100.0,15,15,100.0,82484.42,5498.961333333,9500.2,3792,32.666666666666664,1436663.26774,567.0,6,"STELARA: $0.6M, HUMIRA: $0.4M, ENBREL: $0.2M",10,0.5110156714432791,30.0,0.01449858160367325,20.0,50.52551425304695,98.0,Medium
Advanced Cardiovascular Associates PLC,Shelby Township,11,11,100.0,11,11,100.0,48610.1,4419.1,16528.55,2050,25.363636363636363,11267922.56196,13897.0,5,"ELIQUIS: $6.7M, XARELTO: $3.9M, JARDIANCE: $0.6M",11,0.41066470862166427,30.0,0.11371411689632877,20.0,50.52437882551799,99.0,Medium
Beaumont Behavioral Health,Dearborn,10,10,100.0,10,10,100.0,55635.72,5563.572,48912.44,280,6.800000000000001,0.0,0.0,0,0,0,0.517019907735885,30.0,0.0,20.0,50.517019907735886,100.0,Medium
Heritage Dialysis,Fenton,16,16,100.0,16,16,100.0,80940.5,5058.78125,50689.49,638,9.6875,3456847.1753,4564.0,5,"JARDIANCE: $1.5M, OZEMPIC: $0.8M, TRULICITY: $0.6M",15,0.47010996085447,30.0,0.034885962485389284,20.0,50.50499592333986,101.0,Medium
West Michigan Cancer Center Radiation & Surgical Specialties,Kalamazoo,13,13,100.0,13,13,100.0,68761.26,5289.327692308,65501.79,187,4.923076923076923,0.0,0.0,0,0,0,0.4915345241262167,30.0,0.0,20.0,50.491534524126216,102.0,Medium
Clarkston Medical Group,Clarkston,21,21,100.0,21,21,100.0,59030.0,2810.952380952,5647.82,3834,31.476190476190478,22052526.29959,32794.0,6,"OZEMPIC: $6.9M, TRULICITY: $6.1M, JARDIANCE: $4.4M",20,0.2612203707707511,30.0,0.22255065560680798,20.0,50.48377102637756,103.0,Medium
Advanced Vascular Surgery,Kalamazoo,11,11,100.0,11,11,100.0,52936.84,4812.44,10967.3,1540,27.81818181818182,2796804.24978,4096.0,5,"TRULICITY: $0.8M, OZEMPIC: $0.7M, XARELTO: $0.6M",9,0.4472175941615355,30.0,0.028224912236201168,20.0,50.47544250639774,104.0,Medium
Consultants in Cardiology PC,Farmington Hills,13,13,100.0,13,13,100.0,51942.33,3995.563846154,17488.38,956,20.769230769230766,10045299.11336,12954.0,5,"ELIQUIS: $6.4M, XARELTO: $3M, JARDIANCE: $0.6M",13,0.3713057099092776,30.0,0.10137559176094574,20.0,50.47268130167022,105.0,Medium
Sacred Heart Medical Centre PC,Brighton,12,12,100.0,12,12,100.0,47394.92,3949.576666667,11916.16,1942,25.0,8384877.03178,10693.0,6,"ELIQUIS: $2.3M, OZEMPIC: $2.2M, TRULICITY: $1.9M",12,0.3670321447796446,30.0,0.08461887111046315,20.0,50.45165101589011,106.0,Medium
Corewell Health Zeeland Hospital (AKA Spectrum Health Zeeland Community Hospital),Zeeland,1481,1341,90.55,1341,1140,85.01,14330621.96,12570.721017544,1496725.41,67494,7.95152870991797,561218398.62186,536220.0,8,"STELARA: $162M, ELIQUIS: $129.7M, TRULICITY: $93.7M",808,1.168190691279658,25.503000000000004,5.663728538630968,18.11,50.44491922991063,107.0,Medium
DaVita Oakwood Renal Services,Dearborn,12,12,100.0,12,12,100.0,49476.59,4123.049166667,15617.31,2000,19.166666666666668,6033038.3003,8215.0,5,"TRULICITY: $2.6M, JARDIANCE: $1.1M, OZEMPIC: $0.9M",10,0.3831528557086508,30.0,0.06088448147810213,20.0,50.44403733718676,108.0,Medium
Comprehensive Urology,Royal Oak,39,39,100.0,39,39,100.0,171916.32,4408.110769231,12010.34,5301,31.564102564102562,3331755.21223,4156.0,5,"ELIQUIS: $2M, XARELTO: $1.1M, JARDIANCE: $0.1M",12,0.40964348501239356,30.0,0.03362355390624665,20.0,50.443267038918634,109.0,Medium
Ideal Home Health Services,Clarkston,12,12,100.0,12,12,100.0,33437.02,2786.418333333,9531.27,1756,20.583333333333336,15110539.87534,20433.0,7,"ELIQUIS: $4.5M, TRULICITY: $3.2M, OZEMPIC: $3.1M",12,0.25894043424142016,30.0,0.1524932114418226,20.0,50.411433645683246,110.0,Medium
DaVita Dearborn Home at Home,Dearborn,11,11,100.0,11,11,100.0,47643.7,4331.245454545,16532.24,1190,15.909090909090908,0.0,0.0,0,0,0,0.40250043053101986,30.0,0.0,20.0,50.40250043053102,111.0,Medium
Corewell Health Pennock Hospital (FKA Spectrum Health Pennock),Hastings,1345,1229,91.38,1229,1043,84.87,12998396.56,12462.508686481,1496725.41,72258,9.302685109845397,545551804.9262,579824.0,8,"ELIQUIS: $145.4M, STELARA: $100.1M, TRULICITY: $99.7M",794,1.1581345745578688,25.461,5.505623718769153,18.276,50.400758293327016,112.0,Medium
McLaren Bay Special Care,Bay City,12,12,100.0,12,12,100.0,31401.24,2616.77,7576.2,1636,29.166666666666668,15103744.6122,17396.0,6,"TRULICITY: $4.9M, ELIQUIS: $4.8M, OZEMPIC: $3.2M",10,0.2431751011699016,30.0,0.15242463470615597,20.0,50.395599735876054,113.0,Medium
Spectrum Health at Home - Visiting Nurse Association of Western Michigan,Grand Rapids,814,796,97.79,796,677,85.05,6500480.4,9601.891285081,991385.24,33678,7.625628140703522,438982368.93155,592158.0,8,"TRULICITY: $137.1M, ELIQUIS: $134.3M, OZEMPIC: $57.2M",606,0.8922988587732084,25.514999999999997,4.430141593680469,19.558000000000003,50.395440452453684,114.0,Medium
Balajie Home Health Care,Lathrup Village,14,14,100.0,14,14,100.0,40349.94,2882.138571429,12033.63,2208,24.571428571428573,12350472.18872,18527.0,8,"ELIQUIS: $3.3M, JARDIANCE: $2.8M, TRULICITY: $2.7M",13,0.2678356671365549,30.0,0.12463903887077042,20.0,50.39247470600733,115.0,Medium
Cardiology Associates of Port Huron,Port Huron,14,14,100.0,14,14,100.0,23024.56,1644.611428571,4996.68,701,14.642857142857142,23671233.4441,30017.0,5,"ELIQUIS: $16.3M, XARELTO: $6.1M, JARDIANCE: $1.3M",14,0.15283290106808367,30.0,0.23888639561918115,20.0,50.39171929668727,116.0,Medium
CrystalLake Health Center,Benzonia,24,24,100.0,24,24,100.0,58435.24,2434.801666667,12926.89,3228,19.25,16173909.73587,20375.0,8,"TRULICITY: $5.3M, ELIQUIS: $4.2M, JARDIANCE: $2.3M",24,0.22626487678335996,30.0,0.1632245742071794,20.0,50.38948945099054,117.0,Medium
Progressive HealthCare PC,Taylor,11,11,100.0,11,11,100.0,41582.12,3780.192727273,11526.93,2146,23.636363636363637,3759138.62492,5126.0,5,"XARELTO: $1.1M, ELIQUIS: $0.9M, JARDIANCE: $0.8M",9,0.3512913817019983,30.0,0.03793664064277183,20.0,50.38922802234477,118.0,Medium
Cancer & Leukemia Center PLLC,Sterling Heights,13,13,100.0,13,13,100.0,48814.65,3754.973076923,13860.05,1675,34.07692307692308,3836720.17053,6750.0,5,"ELIQUIS: $2.6M, XARELTO: $1.1M, OZEMPIC: $0.1M",13,0.3489477324606317,30.0,0.03871958149970285,20.0,50.387667313960335,119.0,Medium
Select Specialty Hospital - Saginaw,Saginaw,13,13,100.0,13,13,100.0,33442.92,2572.532307692,14005.11,955,17.07692307692308,14546741.60135,17596.0,7,"TRULICITY: $4.7M, OZEMPIC: $4.4M, ELIQUIS: $2.7M",11,0.23906411499132235,30.0,0.14680344720339183,20.0,50.38586756219472,120.0,Medium
Affinity Home Care Agency,Commerce Township,34,34,100.0,34,33,97.06,392251.45,11886.407575758,142334.16,3614,16.029411764705884,15759559.69496,20928.0,6,"OZEMPIC: $4M, ELIQUIS: $3.6M, JARDIANCE: $3.3M",31,1.1045977922330341,29.118000000000002,0.1590430182256798,20.0,50.38164081045872,121.0,Medium
Vibra Hospital of Southeastern Michigan - Taylor Campus,Taylor,16,16,100.0,16,16,100.0,64119.42,4007.46375,27012.26,426,8.0,0.0,0.0,0,0,0,0.3724115619030191,30.0,0.0,20.0,50.37241156190302,122.0,Medium
Activ-Care Home Health Services,Warren,11,11,100.0,11,11,100.0,32929.39,2993.580909091,11899.52,784,15.636363636363637,9171401.96816,11729.0,5,"ELIQUIS: $3.4M, OZEMPIC: $1.6M, JARDIANCE: $1.4M",9,0.27819194672381986,30.0,0.09255635808426742,20.0,50.37074830480809,123.0,Medium
Adobe Home Health Care Inc,Farmington,16,16,100.0,16,16,100.0,47955.59,2997.224375,12335.58,1490,16.5,9112539.07661,12444.0,5,"ELIQUIS: $2.6M, JARDIANCE: $2.5M, TRULICITY: $1.7M",12,0.2785305321520501,30.0,0.09196232296432709,20.0,50.37049285511638,124.0,Medium
Optima Home Health Care LLC,Flint,10,10,100.0,10,10,100.0,31816.94,3181.694,15161.4,1038,17.0,6456660.36815,8310.0,6,"ELIQUIS: $1.9M, XARELTO: $1.6M, JARDIANCE: $1.2M",10,0.2956732002971866,30.0,0.06515960930920608,20.0,50.36083280960639,125.0,Medium
PARC Home Care,West Bloomfield,202,201,99.5,201,179,89.05,4948467.12,27645.067709497,866369.19,26907,17.88557213930348,116281113.77034,156938.0,7,"JARDIANCE: $27.9M, ELIQUIS: $27.3M, OZEMPIC: $24.5M",181,2.56904203927197,26.715,1.1734908623489602,19.9,50.35753290162093,126.0,Medium
McLaren Oakland (FKA Pontiac Osteopathic Hospital Medical Center),Pontiac,938,837,89.23,837,757,90.44,21687581.06,28649.380528402,4882592.56,81949,15.020310633213859,268301733.46018,332652.0,8,"ELIQUIS: $72.3M, TRULICITY: $59.6M, OZEMPIC: $44.8M",542,2.6623723171884297,27.131999999999998,2.7076592436992697,17.846000000000004,50.3480315608877,127.0,Medium
DaVita Rochester Hills Dialysis,Rochester Hills,10,10,100.0,10,10,100.0,35975.76,3597.576,18746.97,990,17.7,0.0,0.0,0,0,0,0.3343209023973869,30.0,0.0,20.0,50.33432090239739,128.0,Medium
Universal Hospice Care Inc,Southfield,10,10,100.0,10,10,100.0,26327.13,2632.713,11195.61,1120,17.4,6487455.39067,10850.0,6,"ELIQUIS: $2.4M, OZEMPIC: $1.4M, TRULICITY: $1.1M",10,0.2446566760266723,30.0,0.06547038787299267,20.0,50.310127063899664,129.0,Medium
Alliance Obstetrics and Gynecology,East Lansing,66,66,100.0,66,66,100.0,219744.73,3329.465606061,94402.06,4763,21.515151515151516,0.0,0.0,0,0,0,0.3094055402636042,30.0,0.0,20.0,50.309405540263604,130.0,Medium
DaVita Starrwood Dialysis,Royal Oak,11,11,100.0,11,11,100.0,35951.24,3268.294545455,7717.22,1610,21.545454545454547,0.0,0.0,0,0,0,0.30372094480755174,30.0,0.0,20.0,50.30372094480755,131.0,Medium
UM Health - Sparrow Home Care (FKA Sparrow Home Care),Lansing,117,117,100.0,117,110,94.02,1258343.51,11439.486454545,377295.59,13247,18.094017094017097,102109352.29504,128168.0,8,"TRULICITY: $29.9M, ELIQUIS: $23.8M, OZEMPIC: $21.2M",106,1.0630656404329382,28.205999999999996,1.0304716560873195,20.0,50.299537296520256,132.0,Medium
DaVita Flint Dialysis Center,Flint,12,12,100.0,12,12,100.0,26075.78,2172.981666667,14005.11,494,13.166666666666666,9591363.865,10529.0,5,"OZEMPIC: $3.6M, JARDIANCE: $2.9M, TRULICITY: $2.7M",12,0.2019340777493204,30.0,0.09679454804046117,20.0,50.29872862578978,133.0,Medium
Americans Home Health & Hospice Care - Hospice,Saginaw,11,11,100.0,11,9,81.82,541677.45,60186.383333333,525084.28,2003,18.363636363636363,15056952.99504,20493.0,8,"TRULICITY: $4.7M, ELIQUIS: $3.9M, OZEMPIC: $2.9M",11,5.5930898994308755,24.546,0.1519524210044517,20.0,50.291042320435324,134.0,Medium
DaVita Novi Dialysis,Novi,11,11,100.0,11,11,100.0,34259.79,3114.526363636,13822.58,1266,18.18181818181818,0.0,0.0,0,0,0,0.2894313461150617,30.0,0.0,20.0,50.289431346115066,135.0,Medium
Concerto Renal Services - Michigan,Livonia,21,21,100.0,21,21,100.0,52227.17,2487.008095238,16532.24,1592,14.95238095238095,5749132.31686,7125.0,5,"JARDIANCE: $2.3M, OZEMPIC: $1.7M, TRULICITY: $1.2M",20,0.23111639355765504,30.0,0.058019346577596775,20.0,50.28913574013525,136.0,Medium
Memorial Healthcare Home Health Care,Owosso,22,22,100.0,22,22,100.0,33626.02,1528.455454545,5936.63,1705,18.409090909090914,13577140.99739,19016.0,6,"ELIQUIS: $3.5M, OZEMPIC: $3.3M, TRULICITY: $2.7M",19,0.14203858565814662,30.0,0.1370183891489744,20.0,50.27905697480712,137.0,Medium
Fraser Eye Care Center,Fraser,18,18,100.0,18,18,100.0,53612.12,2978.451111111,19706.23,1044,15.88888888888889,0.0,0.0,0,0,0,0.27678594231591747,30.0,0.0,20.0,50.27678594231592,138.0,Medium
DaVita Burton Dialysis,Burton,14,14,100.0,14,14,100.0,24541.55,1752.967857143,14005.11,441,10.5,9636467.1375,10869.0,5,"OZEMPIC: $3.8M, TRULICITY: $2.6M, JARDIANCE: $2.6M",13,0.1629024086978736,30.0,0.097249723231209,20.0,50.26015213192908,139.0,Medium
Corewell Health Big Rapids Hospital (FKA Spectrum Health Big Rapids Hospital),Big Rapids,1514,1360,89.83,1360,1152,84.71,15482756.41,13439.892717014,1496725.41,72419,8.65955882352941,557444790.00554,585305.0,8,"ELIQUIS: $156.8M, STELARA: $110.4M, TRULICITY: $104.4M",879,1.2489623739084839,25.413,5.625645869092053,17.966,50.253608243000535,140.0,Medium
Great Lakes Eye Care PC,Saint Joseph,12,12,100.0,12,12,100.0,31422.16,2618.513333333,20555.69,197,6.083333333333333,0.0,0.0,0,0,0,0.24333710824718585,30.0,0.0,20.0,50.24333710824719,141.0,Medium
Nephrology Hypertension Clinic,Allen Park,13,13,100.0,13,13,100.0,30000.92,2307.763076923,7129.28,1232,13.615384615384617,1958403.17131,2574.0,5,"ELIQUIS: $1.4M, JARDIANCE: $0.3M, XARELTO: $0.3M",10,0.21445924544645267,30.0,0.019763899328196045,20.0,50.234223144774646,142.0,Medium
Bazzi Podiatry,Detroit,11,11,100.0,11,11,100.0,26629.07,2420.824545455,8105.29,306,10.636363636363637,0.0,0.0,0,0,0,0.22496599003947643,30.0,0.0,20.0,50.22496599003948,143.0,Medium
Fresenius Kidney Care - Berkley,Berkley,13,13,100.0,13,13,100.0,26164.62,2012.663076923,4867.22,1203,17.46153846153846,3093040.2802,3634.0,5,"OZEMPIC: $1.1M, JARDIANCE: $1M, TRULICITY: $0.7M",12,0.18703575299001288,30.0,0.031214480047556864,20.0,50.218250233037566,144.0,Medium
Michigan Womens Health (AKA Michigan Womens Health Institute PC),Farmington Hills,11,11,100.0,11,11,100.0,25312.03,2301.093636364,4041.35,1220,27.545454545454547,0.0,0.0,0,0,0,0.21383945773768134,30.0,0.0,20.0,50.21383945773768,145.0,Medium
DaVita Greenview Dialysis,Southfield,17,17,100.0,17,17,100.0,35690.97,2099.468823529,13822.58,1257,13.941176470588234,1403427.0062,1829.0,6,"JARDIANCE: $0.8M, ELIQUIS: $0.3M, TRULICITY: $0.1M",17,0.1951025667386583,30.0,0.014163166436487445,20.0,50.209265733175144,146.0,Medium
Pulmonary and Medicine Associates,Warren,11,11,100.0,11,11,100.0,20841.28,1894.661818182,14449.13,202,8.090909090909092,1801717.78345,2490.0,5,"TRULICITY: $0.6M, JARDIANCE: $0.4M, OZEMPIC: $0.4M",9,0.1760699562128722,30.0,0.01818265483409478,20.0,50.19425261104696,147.0,Medium
West Front Primary Care PLLC,Traverse City,17,17,100.0,17,17,100.0,18122.48,1066.028235294,2007.91,958,18.352941176470587,8512656.4289,10650.0,7,"TRULICITY: $3.2M, ELIQUIS: $1.8M, XARELTO: $1.1M",17,0.09906546007772565,30.0,0.08590840085484565,20.0,50.18497386093257,148.0,Medium
DaVita Beltline at Home,Grand Rapids,13,13,100.0,13,13,100.0,25857.77,1989.059230769,4125.79,1179,22.615384615384613,0.0,0.0,0,0,0,0.1848422596082874,30.0,0.0,20.0,50.18484225960829,149.0,Medium
Gastrointestinal Endoscopy Center,Troy,12,12,100.0,12,12,100.0,7595.4,632.95,1668.44,178,7.916666666666667,11955054.0491,1023.0,7,"STELARA: $11.3M, HUMIRA: $0.6M, ELIQUIS: $0M",10,0.05881972060421406,30.0,0.12064854068404378,20.0,50.17946826128826,150.0,Medium
DaVita PDI-Grand Rapids (FKA Physicians Dialysis - Grand Rapids),Grand Rapids,12,12,100.0,12,12,100.0,21247.15,1770.595833333,3988.63,1031,21.666666666666668,0.0,0.0,0,0,0,0.16454056753240007,30.0,0.0,20.0,50.1645405675324,151.0,Medium
Great Lakes Bay Health Centers Mobile Medical 3,Saginaw,14,14,100.0,14,14,100.0,5046.07,360.433571429,1360.84,266,7.642857142857143,11687651.49169,13995.0,6,"TRULICITY: $5.2M, JARDIANCE: $2.7M, OZEMPIC: $1.6M",12,0.03349490791979273,30.0,0.11794995578478717,20.0,50.15144486370458,152.0,Medium
Women First OBGYN Center,Royal Oak,15,15,100.0,15,15,100.0,19013.91,1267.594,2260.55,857,21.933333333333334,0.0,0.0,0,0,0,0.11779686376424381,30.0,0.0,20.0,50.11779686376424,153.0,Medium
North Woods Hospice - Manistique,Manistique,10,10,100.0,10,10,100.0,6858.12,685.812,2674.67,388,11.6,5317738.24,8079.0,6,"ELIQUIS: $1.8M, JARDIANCE: $1M, XARELTO: $0.9M",10,0.06373215929697014,30.0,0.05366578484386146,20.0,50.11739794414083,154.0,Medium
DaVita West Bloomfield Dialysis,West Bloomfield,10,10,100.0,10,10,100.0,12037.03,1203.703,5008.21,318,8.7,0.0,0.0,0,0,0,0.11185950572786835,30.0,0.0,20.0,50.111859505727864,155.0,Medium
Medical Center Pediatrics,West Bloomfield,13,13,100.0,13,13,100.0,14722.35,1132.488461538,2978.85,682,14.76923076923077,0.0,0.0,0,0,0,0.10524157499828007,30.0,0.0,20.0,50.10524157499828,156.0,Medium
Physician Healthcare Network PC,Fort Gratiot,33,32,96.97,32,32,100.0,145382.07,4543.1896875,19653.74,8773,31.593749999999996,28108409.09039,36732.0,7,"OZEMPIC: $8M, TRULICITY: $7.2M, JARDIANCE: $4.5M",23,0.422196299977402,30.0,0.2836656801196949,19.394,50.099861980097096,157.0,Medium
Oakland Macomb Obstetrics & Gynecology,Rochester Hills,16,16,100.0,16,16,100.0,16662.01,1041.375625,6811.82,249,5.9375,0.0,0.0,0,0,0,0.09677450557949094,30.0,0.0,20.0,50.09677450557949,158.0,Medium
Northpointe Pediatrics PC,Warren,11,11,100.0,11,11,100.0,11234.77,1021.342727273,1942.01,634,19.545454545454547,0.0,0.0,0,0,0,0.09491285861338788,30.0,0.0,20.0,50.094912858613384,159.0,Medium
Advanced Eyecare & Contact Lens Center (AKA David E Duryea OD PC),Chesaning,13,13,100.0,13,13,100.0,12671.29,974.714615385,2989.3,530,10.692307692307692,0.0,0.0,0,0,0,0.09057973196269795,30.0,0.0,20.0,50.0905797319627,160.0,Medium
Michigan Community VNA - Bingham Farms Home Health,Bingham Farms,18,18,100.0,18,16,88.89,566843.93,35427.745625,525084.28,3039,16.444444444444446,12871304.75282,18967.0,5,"ELIQUIS: $3.1M, JARDIANCE: $3M, TRULICITY: $2.4M",18,3.292282327671486,26.667,0.12989519986689105,20.0,50.08917752753838,161.0,Medium
Generations OB GYN,Birmingham,15,15,100.0,15,15,100.0,10993.56,732.904,1604.95,477,17.4,0.0,0.0,0,0,0,0.0681083948332584,30.0,0.0,20.0,50.06810839483326,162.0,Medium
