AFFILIATED_NAME,total_amount,avg_provider_payment,max_single_payment,provider_count,transaction_count,payment_concentration,transaction_intensity,amount_score,concentration_score,intensity_score,risk_score,risk_category
The Eye Institute of Utah,18798.09,9399.04,2450.0,2,30,9399.045,15.0,0.11900435895692571,0.08925326921769429,4.151291512915129,4.359549141089749,Low
Putnoi Eye Care PC,1272.46,424.15,360.94,3,47,424.15333333333336,15.666666666666666,0.008055514501650419,0.004027757250825209,4.335793357933579,4.347876629686054,Low
West Texas Eye Associates,8062.57,2687.52,3530.0,3,46,2687.523333333333,15.333333333333334,0.051041407632123295,0.025520703816061644,4.243542435424354,4.320104546872539,Low
J Arthur Dosher Memorial Hospital,9360.04,9360.04,2625.0,1,15,9360.04,15.0,0.059255251996941344,0.08888287799541202,4.151291512915129,4.299429642907482,Low
El Paso Eye Surgeons PA,612.09,306.04,143.03,2,31,306.045,15.5,0.0038749350638253494,0.002906201297869012,4.289667896678967,4.296449033040662,Low
Sugiki Portis Eye Center,34147.34,11382.45,5004.5,3,43,11382.446666666665,14.333333333333334,0.21617527667886405,0.10808763833943202,3.9667896678966788,4.291052582914975,Low
Orange County Opthamology Medical Group,805.89,268.63,125.0,3,46,268.63,15.333333333333334,0.0051018174101622495,0.0025509087050811243,4.243542435424354,4.251195161539598,Low
Westlake Eye Specialists,31091.42,7772.86,10000.0,4,57,7772.855,14.25,0.19682927925978327,0.07381097972241873,3.9437269372693726,4.214367196251574,Low
Colorado Ophthalmology and Cosmedics (AKA Alan J Margolis MD PC),454.55,454.55,121.6,1,15,454.55,15.0,0.002877602531101329,0.004316403796651993,4.151291512915129,4.158485519242882,Low
Buena Vista Eye Medical Center Inc,610.94,305.47,28.25,2,30,305.47,15.0,0.003867654802224279,0.0029007411016682095,4.151291512915129,4.1580599088190215,Low
Chen Eye Center (AKA Willie Y W Chen MD PC Inc),314.57,314.57,25.46,1,15,314.57,15.0,0.0019914364276945222,0.0029871546415417834,4.151291512915129,4.156270103984365,Low
MelroseWakefield Healthcare,269.71,269.71,24.0,1,15,269.71,15.0,0.0017074429186301606,0.002561164377945241,4.151291512915129,4.155560120211704,Low
Beeve Vision Care Center,267.38,267.38,29.54,1,15,267.38,15.0,0.0016926924755601659,0.002539038713340249,4.151291512915129,4.155523244104029,Low
Cataract Glaucoma & Retina Consultants of East Texas (AKA Shannon L Smith MD PA),197.14,197.14,23.46,1,15,197.14,15.0,0.0012480267582913123,0.0018720401374369687,4.151291512915129,4.154411579810857,Low
Capital Health,15763.42,15763.42,3850.0,1,14,15763.42,14.0,0.0997928881109082,0.1496893321663623,3.874538745387454,4.124020965664724,Low
Eye Physicians & Surgeons of Arizona (AKA George R Reiss MD PC),1517.31,303.46,113.22,5,74,303.462,14.8,0.009605577156452223,0.0028816731469356667,4.095940959409594,4.108428209712982,Low
WNY Medical,1126.58,281.64,110.45,4,59,281.645,14.75,0.007131997490898988,0.0026744990590871205,4.08210332103321,4.091909817583196,Low
Pacific Eye Surgery Center Inc,806.33,403.16,121.87,2,29,403.165,14.5,0.00510460290155744,0.0038284521761680805,4.012915129151291,4.021848184229016,Low
Missouri Baptist Sullivan Hospital,727.8,363.9,137.83,2,29,363.9,14.5,0.004607455994138263,0.003455591995603697,4.012915129151291,4.020978177141033,Low
Byrd & Wyandotte Eye Clinic (FKA Byrd Eye Clinic),629.88,314.94,122.31,2,29,314.94,14.5,0.0039875575454627775,0.002990668159097083,4.012915129151291,4.019893354855851,Low
St Johns Regional Medical Center,1077.52,359.17,163.51,3,43,359.17333333333335,14.333333333333334,0.006821415200335065,0.003410707600167533,3.9667896678966788,3.977021790697181,Low
NYU Langone Health Physicians (FKA NYC University Physicians Network),72007.06,14401.41,13000.0,5,61,14401.412,12.2,0.45585237732519035,0.1367557131975571,3.376383763837638,3.9689918543603855,Low
UT Clinical Health,18376.38,6125.46,3705.0,3,41,6125.46,13.666666666666666,0.11633465537450191,0.058167327687250955,3.7822878228782284,3.956789805939981,Low
Northside Community Health Center,3683.77,3683.77,1260.0,1,14,3683.77,14.0,0.023320703720152117,0.034981055580228175,3.874538745387454,3.9328405046878343,Low
Virginia Eye Consultants,134521.12,7913.01,13300.0,17,184,7913.007058823529,10.823529411764707,0.8516077777991103,0.07514186274698033,2.9954417191230736,3.9221913596691644,Low
Eye Foundation of Utah,2905.83,2905.83,1508.0,1,14,2905.83,14.0,0.018395828320207183,0.027593742480310775,3.874538745387454,3.920528316187972,Low
Mississippi Vision Correction Center,2553.13,1276.56,1625.0,2,28,1276.565,14.0,0.016163003740470215,0.012122252805352663,3.874538745387454,3.9028240019332765,Low
Advanced Retina Associates Medical Group Inc,2902.22,967.41,2200.0,3,42,967.4066666666666,14.0,0.018372974629442082,0.009186487314721043,3.874538745387454,3.902098207331617,Low
Waters Family Eyecare (FKA Levine Eye Care Center),906.89,906.89,337.25,1,14,906.89,14.0,0.0057412142986040795,0.008611821447906119,3.874538745387454,3.888891781133964,Low
Specialty Eye Consultants (FKA Advanced Glaucoma Specialists),984.01,328.0,117.73,3,42,328.00333333333333,14.0,0.006229434972234119,0.0031147174861170593,3.874538745387454,3.883882897845805,Low
Glaucoma Consultants of the Capital Region,692.42,346.21,124.71,2,28,346.21,14.0,0.004383477163315768,0.003287607872486826,3.874538745387454,3.8822098304232564,Low
Day Kimball Hospital,644.5,322.25,25.91,2,28,322.25,14.0,0.0040801118277302975,0.003060083870797723,3.874538745387454,3.881678941085982,Low
Dulaney Eye Institute,441.11,441.11,112.91,1,14,441.11,14.0,0.002792518430302733,0.004188777645454099,3.874538745387454,3.8815200414632107,Low
Santa Rosa LASIK & Laser Cataract Surgery Center (AKA Laservue Eye Center),419.02,419.02,139.95,1,14,419.02,14.0,0.0026526741009395643,0.003979011151409346,3.874538745387454,3.8811704306398025,Low
The Ocular Center,402.58,402.58,125.0,1,14,402.58,14.0,0.0025485980133555675,0.0038228970200333513,3.874538745387454,3.880910240420843,Low
St Charles Parish Hospital,379.83,379.83,121.87,1,14,379.83,14.0,0.00240457544689961,0.003606863170349415,3.874538745387454,3.880550184004703,Low
Martel Eye Medical Group,513.81,256.91,29.98,2,28,256.905,14.0,0.003252757576735615,0.002439568182551711,3.874538745387454,3.880231071146741,Low
Mark Hornfeld MD (FKA Premium Laser Ophthalmology LLC),314.57,314.57,32.27,1,14,314.57,14.0,0.0019914364276945222,0.0029871546415417834,3.874538745387454,3.87951733645669,Low
Baptist Hospital,303.91,303.91,25.0,1,14,303.91,14.0,0.0019239515679837314,0.002885927351975597,3.874538745387454,3.879348624307413,Low
Heritage Health and Housing Inc Service Site,299.56,299.56,33.5,1,14,299.56,14.0,0.0018964131871448996,0.0028446197807173493,3.874538745387454,3.879279778355316,Low
Edward T Beja Associate Doctor of Optometry Pc,290.52,290.52,25.67,1,14,290.52,14.0,0.0018391840002982248,0.002758776000447337,3.874538745387454,3.8791367053881993,Low
Sophia T Chen MD A Professional Corporation,288.37,288.37,24.99,1,14,288.37,14.0,0.0018255730764353542,0.0027383596146530313,3.874538745387454,3.8791026780785423,Low
Glaucoma Specialits of South Florida,284.7,284.7,24.57,1,14,284.7,14.0,0.0018023395459345472,0.0027035093189018205,3.874538745387454,3.87904459425229,Low
Susan Longar MD APC,272.94,272.94,23.36,1,14,272.94,14.0,0.0017278909577357756,0.0025918364366036635,3.874538745387454,3.8788584727817934,Low
Philip C Wu MD (FKA Suburban Eyes Clinic LLC),270.17,270.17,24.72,1,14,270.17,14.0,0.0017103550232705888,0.002565532534905883,3.874538745387454,3.8788146329456303,Low
Thunder Bay Community Health Service,269.8,269.8,24.85,1,14,269.8,14.0,0.0017080126782337227,0.002562019017350584,3.874538745387454,3.878808777083038,Low
San Jose Eye Institute,257.27,257.27,31.62,1,14,257.27,14.0,0.0016286894800933646,0.002443034220140047,3.874538745387454,3.878610469087687,Low
Island Eye Surgicenter,229.09,229.09,21.95,1,14,229.09,14.0,0.0014502914175558322,0.0021754371263337483,3.874538745387454,3.8781644739313434,Low
Corona Vision (AKA Corona Optometry Pc),228.35,228.35,23.99,1,14,228.35,14.0,0.0014456067274820998,0.0021684100912231496,3.874538745387454,3.878152762206159,Low
Larkin Community Hospital South Miami Campus,214.61,214.61,25.24,1,14,214.61,14.0,0.0013586234280049637,0.0020379351420074456,3.874538745387454,3.877935303957466,Low
INTEGRIS Health Ponca City Hospital (FKA AllianceHealth Ponca City),185.49,185.49,25.59,1,14,185.49,14.0,0.001174274542941339,0.0017614118144120084,3.874538745387454,3.8774744317448073,Low
California Pacific Medical Center - Van Ness Campus,21031.89,1502.28,3185.0,14,188,1502.277857142857,13.428571428571429,0.13314579231733525,0.014265620605428776,3.7163943068002108,3.8638057197229747,Low
Upstate University Hospital (FKA Upstate University Hospital - Downtown Campus),35093.81,17546.9,9681.0,2,25,17546.905,12.5,0.2221670585897902,0.16662529394234266,3.459409594095941,3.8482019466280737,Low
First Sight Vision Care LLC,15515.42,5171.81,3842.5,3,40,5171.806666666666,13.333333333333334,0.09822288386998171,0.04911144193499085,3.6900369003690034,3.837371226173976,Low
Jacksoneye Sc,8346.17,4173.08,1330.0,2,27,4173.085,13.5,0.052836783449569866,0.039627587587177396,3.736162361623616,3.8286267326603634,Low
Baylor Scott & White Surgicare Fort Worth (FKA Baylor Surgicare at Fort Worth),14405.36,14405.36,6379.8,1,13,14405.36,13.0,0.09119546891964767,0.1367932033794715,3.5977859778597785,3.825774650158898,Low
Mercy General Hospital,27925.76,3989.39,7700.0,7,91,3989.3942857142856,13.0,0.17678855496409251,0.037883261778019824,3.5977859778597785,3.8124577946018907,Low
BVA Advanced Eye Care (AKA Britton Vision Associates),1785.3,297.55,118.76,6,82,297.55,13.666666666666666,0.011302131335992087,0.0028255328339980216,3.7822878228782284,3.7964154870482183,Low
Sheth-Horsley Eye Center (FKA Clear Vision Eye Center Inc),1084.13,361.38,104.77,3,41,361.3766666666667,13.666666666666666,0.0068632608778855676,0.0034316304389427838,3.7822878228782284,3.7925827141950568,Low
Omni Eye Center - Laser Vision,597.52,199.17,120.12,3,41,199.17333333333332,13.666666666666666,0.003782697314670919,0.0018913486573354594,3.7822878228782284,3.7879618688502346,Low
The Midwest Center for Sight (AKA Suburban Eye Consultants),25700.19,8566.73,6650.0,3,38,8566.73,12.666666666666666,0.1626992229540976,0.0813496114770488,3.505535055350553,3.7495838897816993,Low
Kovach Eye Institute,1684.09,280.68,120.09,6,81,280.6816666666667,13.5,0.010661405008475277,0.0026653512521188196,3.736162361623616,3.7494891178842105,Low
Sharp Grossmont Hospital,630.23,315.12,135.08,2,27,315.115,13.5,0.003989773277254407,0.0029923299579408054,3.736162361623616,3.7431444648588115,Low
Robert H Chu MD PA (AKA Washington Eye Consultants),603.63,301.82,94.25,2,27,301.815,13.5,0.003821377661090519,0.002866033245817889,3.736162361623616,3.7428497725305245,Low
Rocky Mount Eye,547.07,273.53,32.81,2,27,273.535,13.5,0.003463315403563094,0.0025974865526723206,3.736162361623616,3.7422231635798515,Low
California Vision and Visage Medical Group Inc,517.99,259.0,33.94,2,27,258.995,13.5,0.003279219744989941,0.002459414808742456,3.736162361623616,3.7419009961773484,Low
Optum California (FKA Monarch HealthCare),1309.83,261.97,38.54,5,67,261.966,13.4,0.008292091350373895,0.0024876274051121687,3.7084870848708484,3.7192668036263345,Low
Retina Associates of Kentucky,60502.38,15125.6,15000.0,4,46,15125.595,11.5,0.3830201338151016,0.1436325501806631,3.1826568265682655,3.7093095105640304,Low
Williamson Eye Center,2340.0,260.0,500.0,9,120,260.0,13.333333333333334,0.014813749692612716,0.0024689582821021193,3.6900369003690034,3.707319608343718,Low
Duke University Hospital,117392.4,9030.18,8370.0,13,135,9030.184615384615,10.384615384615385,0.7431716365021662,0.08575057344255763,2.8739710474027818,3.7028932573475055,Low
University Hospital (FKA UMDNJ University Hospital),8897.01,4448.5,3500.0,2,26,4448.505,13.0,0.056323965449859945,0.042242974087394955,3.5977859778597785,3.6963529173970335,Low
Associated Eye Physicians & Surgeons of New Jersey PA,598.93,199.64,123.06,3,40,199.64333333333332,13.333333333333334,0.003791623548460057,0.0018958117742300285,3.6900369003690034,3.6957243356916933,Low
Mobile Infirmary,7157.21,3578.6,1400.0,2,26,3578.605,13.0,0.04530987924677977,0.03398240943508483,3.5977859778597785,3.6770782665416433,Low
San Ramon Regional Medical Center,6975.19,2325.06,3015.0,3,39,2325.063333333333,13.0,0.04415757210188688,0.022078786050943437,3.5977859778597785,3.664022336012609,Low
Baptist Memorial Health Care Corporation,58010.87,6445.65,5300.0,9,104,6445.652222222223,11.555555555555555,0.36724722548320354,0.061207870913867264,3.1980319803198034,3.626487076716874,Low
Academy Vision,1657.61,1657.61,521.68,1,13,1657.61,13.0,0.010493769071782805,0.015740653607674206,3.5977859778597785,3.6240204005392354,Low
Clear Vue Laser Eye Center Inc,472.63,472.63,142.07,1,13,472.63,13.0,0.002992060904794679,0.004488091357192019,3.5977859778597785,3.6052661301217652,Low
International District Comm Health Ctr,447.84,447.84,146.99,1,13,447.84,13.0,0.002835123787324649,0.004252685680986973,3.5977859778597785,3.6048737873280903,Low
ReFocus Eye Health (FKA Stamford Eye Associates),387.33,387.33,146.99,1,13,387.33,13.0,0.0024520554138631125,0.0036780831207946685,3.5977859778597785,3.603916116394436,Low
Glaucoma Consultants of Texas (AKA Barbara A Smythe Md Pa),522.44,261.22,137.61,2,26,261.22,13.0,0.0033073911920549525,0.002480543394041214,3.5977859778597785,3.6035739124458748,Low
East Liverpool City Hospital,304.16,304.16,35.86,1,13,304.16,13.0,0.0019255342335491813,0.002888301350323772,3.5977859778597785,3.6025998134436517,Low
The Selem Center Ophthalmology & Plastic Surgery,284.29,284.29,24.16,1,13,284.29,13.0,0.0017997439744072091,0.002699615961610814,3.5977859778597785,3.6022853377957964,Low
Carteret General Hospital (AKA Carteret Health Care Medical Center),278.98,278.98,29.66,1,13,278.98,13.0,0.0017661281577970494,0.002649192236695574,3.5977859778597785,3.602201298254271,Low
Precision Eye and Laser PC,393.55,196.77,23.68,2,26,196.775,13.0,0.0024914321331315106,0.0018685740998486329,3.5977859778597785,3.6021459840927585,Low
Diabetic Eye Medical Clinic (AKA James H Peace MD Inc),266.27,266.27,26.49,1,13,266.27,13.0,0.0016856654404495675,0.002528498160674351,3.5977859778597785,3.6020001414609024,Low
Monmouth Medical Center,257.91,257.91,77.18,1,13,257.91,13.0,0.0016327411039409171,0.002449111655911376,3.5977859778597785,3.601867830619631,Low
Griffiss Surgery Center,245.77,245.77,32.23,1,13,245.77,13.0,0.0015558868640826611,0.002333830296123992,3.5977859778597785,3.6016756950199853,Low
Dupont Surgery Center,227.7,227.7,24.06,1,13,227.7,13.0,0.0014414917970119296,0.0021622376955178946,3.5977859778597785,3.6013897073523085,Low
Archbold Mitchell (FKA Mitchell County Hospital),148.87,148.87,23.02,1,13,148.87,13.0,0.0009424456909142117,0.0014136685363713175,3.5977859778597785,3.600142092087064,Low
Wichita Vision Institute PA,72.88,72.88,8.21,1,13,72.88,13.0,0.00046137866564000625,0.0006920679984600094,3.5977859778597785,3.5989394245238784,Low
Magnolia Surgery Center,1266.34,253.27,125.0,5,64,253.26799999999997,12.8,0.0080167708486082,0.0024050312545824595,3.5424354243542435,3.552857226457434,Low
Galanis Cataract and Laser Eye Center LLC,1019.26,254.82,120.81,4,51,254.815,12.75,0.006452590816962579,0.0024197215563609674,3.5285977859778592,3.5374700983511826,Low
Advanced Vision Care A California General Partnership,18675.46,9337.73,4200.0,2,24,9337.73,12.0,0.11822802984376114,0.08867102238282086,3.321033210332103,3.5279322625586853,Low
Eyecare Associates of San Francisco,739.79,246.6,24.8,3,38,246.59666666666666,12.666666666666666,0.004683360634657248,0.0023416803173286244,3.505535055350553,3.512560096302539,Low
Huntington Hospital (AKA Huntington Health),700.67,233.56,23.99,3,38,233.55666666666664,12.666666666666666,0.004435705126975621,0.00221785256348781,3.505535055350553,3.5121886130410167,Low
Community Memorial Hospital - Ventura (FKA Community Memorial Hospital),1910.96,382.19,310.15,5,63,382.192,12.6,0.012097642355809912,0.003629292706742974,3.487084870848708,3.502811805911261,Low
Eye Treatment Center,1107.29,221.46,83.74,5,63,221.458,12.6,0.007009879015868861,0.002102963704760658,3.487084870848708,3.496197713569338,Low
Aloha Vision Consultants Inc,1319.23,329.81,125.65,4,50,329.8075,12.5,0.008351599575634817,0.0031318498408630566,3.459409594095941,3.4708930435124388,Low
Eye Physicians of Central New York (AKA Eye Surgeons of Central New York),1086.15,271.54,135.91,4,50,271.5375,12.5,0.006876048815654403,0.002578518305870401,3.459409594095941,3.4688641612174655,Low
Clearview Eye Care of Indiana,1076.99,269.25,145.41,4,50,269.2475,12.5,0.006818059949336312,0.002556772481001117,3.459409594095941,3.468784426526278,Low
Zarco Vision Center (AKA Isidoro Zarco MD PA),813.81,406.9,122.43,2,25,406.905,12.5,0.005151956255275707,0.0038639671914567804,3.459409594095941,3.4684255175426735,Low
Dothan Optometric Clinic (AKA Michael Griffin PC),860.1,215.02,116.1,4,50,215.025,12.5,0.005445002611374443,0.002041875979265416,3.459409594095941,3.4668964726865807,Low
Scott M Spector MD (AKA Spector Eye Care),577.7,288.85,77.49,2,25,288.85,12.5,0.0036572235886420373,0.002742917691481528,3.459409594095941,3.4658097353760646,Low
Legarreta Eye Care,353.94,176.97,21.95,2,25,176.97,12.5,0.0022406746009416,0.0016805059507062003,3.459409594095941,3.4633307746475888,Low
Your Eye Specialists (AKA South Florida Lasik & Cataract Surgeons),8091.12,2022.78,3000.0,4,49,2022.78,12.25,0.05122214803969769,0.019208305514886635,3.390221402214022,3.4606518557686066,Low
Eye Medical Center,1457.78,182.22,34.62,8,99,182.2225,12.375,0.009228712832007251,0.0017303836560013594,3.4248154981549814,3.43577459464299,Low
Eye Doctors of Lancaster LTD,1850.42,308.4,139.0,6,74,308.40333333333336,12.333333333333334,0.011714384062480522,0.002928596015620131,3.4132841328413286,3.4279271129194293,Low
Center for Special Surgery,4703.06,4703.06,1400.0,1,12,4703.06,12.0,0.029773484456982552,0.04466022668547383,3.321033210332103,3.3954669214745596,Low
