npi,provider_name,Primary_Specialty,Primary_Hospital_Affiliation,program_year,payment_type,product_category,transaction_count,total_payment,avg_payment
1700992054,"Katzman, Steven M",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2024,Travel and Lodging,Victoza,4,1712.450000000,428.112500000
1194025395,"Ferrise, Carla Marie",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",Other Novo Products,1,1662.500000000,1662.500000000
1548293483,"Sandberg, Jay H",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Consulting Fee,Rybelsus,2,1620.000000000,810.000000000
1538112917,"Schmeltz, Lowell R",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2023,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",Ozempic,1,1500.000000000,1500.000000000
1649238213,"Verma, Ashish ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",Rybelsus,2,1500.000000000,750.000000000
1003038605,"Selfe, Robert Ward",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",Rybelsus,2,1500.000000000,750.000000000
1407867799,"Blind, Rachel L",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Travel and Lodging,Wegovy,5,1360.450000000,272.090000000
1457687584,"Mohamad, Tamam ",Cardiology - Interventional Cardiology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Food and Beverage,Ozempic,13,1253.970000000,96.459230769
1649238213,"Verma, Ashish ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,Travel and Lodging,Other Novo Products,2,1229.230000000,614.615000000
1689889388,"Brennan, Michael R",Endocrinology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2024,Travel and Lodging,Other Novo Products,2,1214.720000000,607.360000000
1689889388,"Brennan, Michael R",Endocrinology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2021,Food and Beverage,Rybelsus,16,1205.120000000,75.320000000
1477560308,"Al-Kassab, Abdul K",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Travel and Lodging,Rybelsus,11,1202.860000000,109.350909091
1194025395,"Ferrise, Carla Marie",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Travel and Lodging,Rybelsus,3,1202.810000000,400.936666667
1831488774,"Egan, Celia Marie Vihtelic",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Other Novo Products,5,1166.480000000,233.296000000
1689889388,"Brennan, Michael R",Endocrinology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2022,Travel and Lodging,Other Novo Products,1,1165.440000000,1165.440000000
1477560308,"Al-Kassab, Abdul K",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Rybelsus,11,1163.360000000,105.760000000
1477558450,"Grunberger, George ",Internal Medicine,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Travel and Lodging,Ozempic,7,1139.390000000,162.770000000
1700992054,"Katzman, Steven M",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2022,Travel and Lodging,Rybelsus,9,1117.670000000,124.185555556
1538112917,"Schmeltz, Lowell R",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Travel and Lodging,Ozempic,2,1056.680000000,528.340000000
1538112917,"Schmeltz, Lowell R",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,Food and Beverage,Rybelsus,13,1017.290000000,78.253076923
1700992054,"Katzman, Steven M",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2022,Food and Beverage,Rybelsus,18,1009.860000000,56.103333333
1003038605,"Selfe, Robert Ward",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Rybelsus,19,1008.570000000,53.082631579
1689889388,"Brennan, Michael R",Endocrinology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2020,Travel and Lodging,Rybelsus,5,993.600000000,198.720000000
1831341130,"Dagen, Mary Margaret",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Other Novo Products,23,968.220000000,42.096521739
1700992054,"Katzman, Steven M",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2022,Travel and Lodging,Other Novo Products,3,967.730000000,322.576666667
1194025395,"Ferrise, Carla Marie",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2021,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",Ozempic,1,950.000000000,950.000000000
1831341130,"Dagen, Mary Margaret",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2024,Food and Beverage,Wegovy,28,942.220000000,33.650714286
1760894638,"Wolgamott, Susan Tracy",Nurse - Nurse Practitioner,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2024,Consulting Fee,Other Novo Products,1,927.500000000,927.500000000
1457687584,"Mohamad, Tamam ",Cardiology - Interventional Cardiology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Travel and Lodging,Rybelsus,3,908.020000000,302.673333333
1831341130,"Dagen, Mary Margaret",Family Practice,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2023,Food and Beverage,Wegovy,24,890.030000000,37.084583333
1194025395,"Ferrise, Carla Marie",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Travel and Lodging,Rybelsus,4,875.930000000,218.982500000
1689889388,"Brennan, Michael R",Endocrinology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2024,Food and Beverage,Wegovy,6,865.490000000,144.248333333
1114194958,"Rifai, Aya ",Internal Medicine,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Travel and Lodging,Other Novo Products,1,833.200000000,833.200000000
1407867799,"Blind, Rachel L",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2024,Food and Beverage,Wegovy,19,827.420000000,43.548421053
1538112917,"Schmeltz, Lowell R",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,16,810.810000000,50.675625000
1649238213,"Verma, Ashish ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2022,Food and Beverage,Rybelsus,9,790.050000000,87.783333333
1649238213,"Verma, Ashish ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2023,"Compensation for services other than consulting, including serving as faculty or as a speaker at a venue other than a continuing education program",Ozempic,1,750.000000000,750.000000000
1194025395,"Ferrise, Carla Marie",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Food and Beverage,Rybelsus,15,749.840000000,49.989333333
1689889388,"Brennan, Michael R",Endocrinology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2023,Travel and Lodging,Ozempic,2,722.790000000,361.395000000
1538112917,"Schmeltz, Lowell R",Endocrinology,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2020,Food and Beverage,Ozempic,17,684.600000000,40.270588235
1053567743,"Nadolsky, Karl Zahlmann",Endocrinology,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Consulting Fee,Other Novo Products,1,675.000000000,675.000000000
1689889388,"Brennan, Michael R",Endocrinology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2022,Food and Beverage,Rybelsus,6,644.880000000,107.480000000
1457687584,"Mohamad, Tamam ",Cardiology - Interventional Cardiology,Corewell Health Dearborn Hospital (FKA Beaumont Hospital - Dearborn),2022,Travel and Lodging,Other Novo Products,1,595.630000000,595.630000000
1194025395,"Ferrise, Carla Marie",Nurse - Nurse Practitioner,Corewell Health William Beaumont University Hospital (FKA Beaumont Hospital - Royal Oak),2022,Travel and Lodging,Ozempic,1,595.000000000,595.000000000
1003038605,"Selfe, Robert Ward",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Ozempic,11,562.140000000,51.103636364
1003038605,"Selfe, Robert Ward",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Food and Beverage,Rybelsus,5,557.030000000,111.406000000
1649238213,"Verma, Ashish ",Endocrinology,Corewell Health Beaumont Troy Hospital (FKA Beaumont Hospital - Troy),2021,Food and Beverage,Rybelsus,9,548.060000000,60.895555556
1003038605,"Selfe, Robert Ward",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Food and Beverage,Ozempic,9,543.790000000,60.421111111
1700992054,"Katzman, Steven M",Internal Medicine,Corewell Health Farmington Hills Hospital (FKA Beaumont Hospital - Farmington Hills),2021,Food and Beverage,Rybelsus,10,541.190000000,54.119000000
1003038605,"Selfe, Robert Ward",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2022,Travel and Lodging,Rybelsus,13,536.230000000,41.248461538
1689889388,"Brennan, Michael R",Endocrinology,Corewell Health Beaumont Grosse Pointe Hospital (FKA Beaumont Hospital - Grosse Pointe),2022,Food and Beverage,Ozempic,6,514.440000000,85.740000000
1003038605,"Selfe, Robert Ward",Internal Medicine,Corewell Health Grand Rapids Hospitals - Butterworth (FKA Spectrum Health Butterworth Hospital),2021,Travel and Lodging,Rybelsus,4,514.030000000,128.507500000
