Full_Name,NPI,Primary_Specialty
Brendon Hart,1679960421,Anesthesiology - Anesthesiologist
Alba Susana Severino,1992192629,Nurse - Nurse Practitioner
Nicholas Talluri,1114314705,Surgery - Orthopedic Surgery
Petagaye Tm Johnson,1205223898,Anesthesiology - Certified Registered Nurse Anesthetist
William Chandler,1669869137,Radiology - Diagnostic Radiology
Arielle Kim,1891182317,Physician Assistant
Alberto Andres Sabates,1902293475,Internal Medicine
Jayar Banez,1295122786,Nurse - Nurse Practitioner
Smeet Patel,1558758987,Internal Medicine
Said Awad,1629465075,Internal Medicine
Samantha Arzillo Garner,1699162990,Anesthesiology - Anesthesiologist
Melissa Kay Weaver,1235526526,Physician Assistant
Zachary Shin Jeng,1740667922,Radiology - Diagnostic Radiology
Xiaowen Guo,1851778963,Nurse - Nurse Practitioner
Wendy Straitwell,1588041495,Nurse - Nurse Practitioner
Evelyn Akingbade,1841677671,Nurse - Nurse Practitioner
Raymond Timothy Larocque,1982081683,Internal Medicine
Chinenye Akaluso,1598142200,Anesthesiology - Anesthesiologist
Toccara Renea Woods,1770960353,Nurse - Nurse Practitioner
Ashley Thomas,1508243023,Nurse - Nurse Practitioner
Andrew Michael Jen,1548647829,Surgery - Orthopedic Surgery
Aaron Adamson,1598143828,Emergency Medicine
Chandra Garvey,1295113538,Adolescent Medicine
Eva Anne Bradford,1245618438,Family Practice
Graham Brown,1912385071,Oncology - Gynecological/Oncology
Jeremiah Wolfe,1770961823,Anesthesiology - Certified Registered Nurse Anesthetist
Rachel James Sigrest,1528446564,Family Practice
Payam Pourhassani,1952789752,Internal Medicine
Dania Gomez,1972981876,General Practice
Robert Bradley Boccaccio,1932587730,Obstetrics/Gynecology
Michelle Parmley,1720466527,Pathology
Christopher Anthony Monsour,1720466444,Internal Medicine
Joseph Robbins,1679951321,Internal Medicine
Tony S Brar,1497133110,Gastroenterology
Oleg Abel Leon pimentel,1952789588,Hospitalist
Steven James Avers,1285012641,Physical Medicine and Rehabilitation
Rachel Amanda Adamski,1295114627,Pediatric Medicine
Muhammad Tarik Shaaban,1801275276,Family Practice
Katie Marie Webb,1225417678,Obstetrics/Gynecology
Lori E Avery,1316326606,Other
Jerome Siringan Cephas,1609255728,Emergency Medicine
Bao Q Pham,1497134696,Family Practice
Karolina Siniakowicz,1083093280,Gastroenterology
Brandon Michael Rosenthal,1134508104,Internal Medicine
Ashley Rumnock,1407235377,Nurse - Nurse Practitioner
Safa O Albassam,1447639299,Anesthesiology - Certified Registered Nurse Anesthetist
Alicia Geneva Pratt,1063891786,Nurse - Nurse Practitioner
Kristopher Rai,1932588449,Family Practice
Dmitriy Gromov,1356720833,Anesthesiology - Anesthesiologist
Hanna Kodeih,1831579283,Obstetrics/Gynecology
Maria Lilia Fundora cabrera,1174903686,Podiatry
Seth Winterton,1093195331,Family Practice
Dayam Gonzalez,1609256932,Anesthesiology - Certified Registered Nurse Anesthetist
Odevelyne Bresca Saint-sauveur,1720468945,Anesthesiology - Certified Registered Nurse Anesthetist
Idania Sirleny Hidalgo,1154701142,Family Practice
Debbi Roessler Rye,1659741551,Nurse - Nurse Practitioner
Rebecca Hawthorne,1790155620,Physician Assistant
Tiffany Brenda joy Roberts,1629448543,Nurse - Nurse Practitioner
Lindsey Schmidt,1497125231,Physician Assistant
Kimberly Haire,1619348216,Nurse - Nurse Practitioner
Abraham Jossue Lajara,1174994636,Radiology - Diagnostic Radiology
Alan Fernando Rodriguez-rosa,1235500653,Internal Medicine
Manrique Guerrero,1780055889,Critical Care (Intensivists)
Cara Bohrman,1275904211,Physician Assistant
Rami Albetar,1154792059,Internal Medicine
Danielle Hope Heck,1023480753,Nurse - Nurse Practitioner
Khin Nyo,1548632292,Other
Amado Sancho,1508238007,Other
Damon Harley Helms,1033581699,Endocrinology
Brandon Belanger,1225400609,Anesthesiology - Certified Registered Nurse Anesthetist
Amanda Nicole Gatlin,1487026712,Nurse - Nurse Practitioner
Lisa Marie Price,1649642901,Nurse - Nurse Practitioner
Katina Averette,1902278153,Nurse - Nurse Practitioner
Jessica Hughes,1831561927,Internal Medicine
Kayla Bakane,1124490073,Physician Assistant
Faith E Johnson,1104299056,Nurse - Nurse Practitioner
Christine A Acevedo,1912370537,Physician Assistant
Paul Hanna,1558734038,Surgery - Vascular Surgery
Jelena Savic,1215301684,Anesthesiology - Certified Registered Nurse Anesthetist
Sally Huey,1205200623,Nurse - Nurse Practitioner
Leonel Bravo viart,1962876268,Nurse - Nurse Practitioner
Janett Lynn Galvin,1356716492,Nurse - Nurse Practitioner
Sunny Qin,1568836682,Other
Maria Isabel Jimenez rodriguez,1437522844,General Practice
Domingo Ernesto Benitez,1962875195,Nurse - Nurse Practitioner
Heather Christen Collazo,1770942369,Physician Assistant
Joel Christopher Porch,1184099905,Anesthesiology - Certified Registered Nurse Anesthetist
Michael Shockley,1467826362,Other
Brent Boro,1780059329,Nurse - Nurse Practitioner
Surminder Singh,1770957672,Anesthesiology - Anesthesiologist Assistant
Mallory Lambert Carletti,1134593957,Physician Assistant
Kelli Kraaz,1003275157,Nurse - Nurse Practitioner
Alycia L Hawkins,1477912467,Nurse - Nurse Practitioner
Jamie Chyat,1013376730,Physician Assistant
Irene Aponte moreno,1922467646,Nurse - Nurse Practitioner
Sara Hellman,1750739827,Physician Assistant
Janyll Irene Castineira,1760830731,Gastroenterology
Adam Milligan,1023554516,Anesthesiology - Certified Registered Nurse Anesthetist
Kevin Lee Davis,1750739405,Physician Assistant
Lyndsey Milligan,1750827861,Anesthesiology - Certified Registered Nurse Anesthetist
Alexander Anzardo,1588013114,Nurse - Nurse Practitioner
Michael Rimes,1871039743,Anesthesiology - Certified Registered Nurse Anesthetist
Bryan Flattery,1598202145,Anesthesiology - Certified Registered Nurse Anesthetist
Shadin David,1124403704,Physician Assistant
Angela Brinson,1083099345,Nurse - Nurse Practitioner
Bridgette Schooley,1265989396,Nurse - Nurse Practitioner
Akosua Anim Norgbey,1831574011,Nurse - Nurse Practitioner
Gloria Rodriguez rodriguez,1821473901,Nurse - Nurse Practitioner
Adrianna Andrews Weber,1801343702,Physician Assistant
Stacey Marie Payne-peters,1316494016,Nurse - Nurse Practitioner
Matthew John Pacana,1770932899,Surgery - Orthopedic Surgery
Shelby Miller Jenkins,1154878825,Physician Assistant
Rebekah Ann Karnes,1174060792,Nurse - Nurse Practitioner
Alexandru Barabas,1619326683,Emergency Medicine
Zaddy Lafourcade prada,1104374842,Family Practice
Amanda E Butler,1508314279,Nurse - Nurse Practitioner
Raixa Rivas,1134578008,Family Practice
David Gilbert Mohr,1427407360,Family Practice
Kristopher P Jerry,1063861979,Podiatry
Naomi Jasmine Robertson,1306295159,Radiology - Diagnostic Radiology
Jose Rafael Hernandez alonso,1093165862,Other
Brittney Benson,1588040414,Nurse - Nurse Practitioner
Miguel Mestre,1669920237,Nurse - Nurse Practitioner
Amanda S. Pumilia,1104374503,Nurse - Nurse Practitioner
Steve Vu,1255889408,Anesthesiology - Certified Registered Nurse Anesthetist
Deborah Owens,1376080374,Nurse - Nurse Practitioner
Laura Yvonne Schmitz,1871943209,Physician Assistant
Cassie Hagen,1144768961,Nurse - Nurse Practitioner
Megan Garbini,1437697281,Anesthesiology - Certified Registered Nurse Anesthetist
Lori Armstrong,1548708282,Nurse - Nurse Practitioner
Mandy Cotten,1669858320,Nurse - Nurse Practitioner
Lucas Michal Anderson,1396121646,Physician Assistant
Nicole Miller,1093263907,Psychiatry
Linh Hoang,1477001311,Nurse - Nurse Practitioner
Hillary Bailey,1154869782,Nurse - Nurse Practitioner
Honey I Philipose,1235677899,Nurse - Nurse Practitioner
Edenia M Friedman,1306384730,Nurse - Nurse Practitioner
Aleithe N Alvarez,1790223154,Nurse - Nurse Practitioner
Ashley Werbin,1861930208,Emergency Medicine
Laura Kennedy,1215475652,Nurse - Nurse Practitioner
Esmeralda Gonzales,1174061436,Nurse - Nurse Practitioner
Natalie Eileen Martin,1629516992,Physician Assistant
Jerry Hernandez,1396283578,Nurse - Nurse Practitioner
Dennis Montfort,1497204150,Nurse - Nurse Practitioner
Manuel Fonseca-crescioni,1235688656,Internal Medicine
Sabrina Chanthalath,1245789601,Physician Assistant
Michelle Leppert,1083163364,Anesthesiology - Certified Registered Nurse Anesthetist
Carlos J. Rodriguez,1164971487,Podiatry
Liliana J. Espinosa chang,1841680600,Internal Medicine
Retta Beverly Skinner,1568852267,Nurse - Nurse Practitioner
Chelsie Kayten Mangum,1912397530,Nurse - Nurse Practitioner
Hicham El alami,1205226727,Emergency Medicine
Michael Robert Hamilton,1871983379,Physician Assistant
Brian Nwannunu,1700271194,Surgery - Orthopedic Surgery
Bryan Lieber,1043605439,Surgery - Neurosurgery
Akila Amsavelu,1447650395,Pediatric Medicine
Jared Gans,1629463047,Radiology - Diagnostic Radiology
Fernique Jean-jacques,1174918403,Nurse - Nurse Practitioner
Daniel Joseph Lombardo,1053706333,Surgery - Orthopedic Surgery
Benjamin Miner,1023403219,Emergency Medicine
John Casey Turner,1518352715,Family Practice
Ashlee Marie Garner,1538569108,Anesthesiology - Certified Registered Nurse Anesthetist
Thaer Abukhalil,1174905798,Emergency Medicine
Blake D Hatfield,1811382062,Internal Medicine
Dmitri Zouev,1770978926,Psychiatry
Evan Stone,1790167237,Radiology - Interventional Radiology
Siddarth Kathuria,1255713434,Internal Medicine
Zachary Taylor,1003235359,Internal Medicine
Sunil Daniel Bali,1164841235,Internal Medicine
Shanna Stephen,1003236175,Pediatric Medicine
Isaiah Brown,1003235102,Surgery - Vascular Surgery
Karen Ann Edwards-key,1992125827,Obstetrics/Gynecology
Rahaf Al masri,1093135089,Infectious Disease
Melanie Veronica Cheing,1750701652,Pulmonary Disease
Adam Bsiso,1568882405,Internal Medicine
John Meyer,1144640095,Radiology - Diagnostic Radiology
Rachel Marie Samuelson,1841693504,Physician Assistant
Carmen Celia Aguirre echevarria,1578967170,Nurse - Nurse Practitioner
Jennifer Dailey,1811391493,Nurse - Nurse Practitioner
Erin Nicole Herrmann,1306237805,Physician Assistant
Samira Kamali,1891186268,Internal Medicine
Carol Phyllis Vanputten,1306237748,Anesthesiology - Anesthesiologist Assistant
Schuyler Grove,1205250040,Chiropractic
Carlos A Lopez,1669863189,Internal Medicine
Amareswari Gottipati,1295117422,Family Practice
Julian Vladimirovich Tokarev,1629463732,Ophthalmology
Christopher Joel Rosicki,1912393869,Anesthesiology - Anesthesiologist
Omer E. Kineish,1730575663,Urology
Jason Parker Hall,1619397403,Anesthesiology - Anesthesiologist
Casey Jamison,1043614233,Nurse - Nurse Practitioner
Barbara Reyes talavera,1437553575,Obstetrics/Gynecology
Amin Rmeileh,1952726358,Cardiology - Interventional Cardiology
Samantha Jean,1023438512,Hospitalist
Maggie C Wertz,1912389735,Family Practice
Monica Raney,1629450440,Anesthesiology - Certified Registered Nurse Anesthetist
Ariel Lepoff,1508249244,Podiatry
Nikhil Mally,1699158329,Emergency Medicine
Meir Mizrahi,1881054161,Gastroenterology
Jennifer Breito,1164887287,Anesthesiology - Certified Registered Nurse Anesthetist
Jodie Ward,1962867028,Nurse - Nurse Practitioner
Enid Torres,1518327592,Nurse - Nurse Practitioner
Noel Hernandez,1144681859,Nurse - Nurse Practitioner
Jill Lori Ashby,1609237239,Nurse - Nurse Practitioner
Sarah Joerres,1447615109,Physician Assistant
Michelle Joseph Isma,1982069589,Nurse - Nurse Practitioner
David Bird Johnson,1841651031,Surgery - Orthopedic Surgery
Liza Isabel Lizarraga,1518328731,Obstetrics/Gynecology
Angelica M. Merlano,1194181321,Physician Assistant
Jennifer Nuspel,1093176174,Nurse - Nurse Practitioner
Kim Andrews,1053772053,Nurse - Nurse Practitioner
Stephanie Jacobson,1992161061,Nurse - Nurse Practitioner
Haresh Soorma,1376905091,Emergency Medicine
Rose Maxime,1700242468,Nurse - Nurse Practitioner
Zhongbo Jin,1235591041,Pathology
Nicholas Wheeler Moore,1841652492,Emergency Medicine
Alexandr Aylyarov,1164884680,Surgery - Orthopedic Surgery
Michael Grinn,1376905935,Anesthesiology - Anesthesiologist
Matthew Ritch,1619339082,Neurology
Chishamiso Zvobgo,1124485172,Anesthesiology - Certified Registered Nurse Anesthetist
Kyle Schmitt,1366804585,Surgery - General Surgery
David Strossner,1942662192,Family Practice
Jennifer Fitzgerald,1780046888,Pathology
Michael Alexander Anders,1861854952,Radiology - Diagnostic Radiology
Antigone Athanasatos,1073975074,Pediatric Medicine
Mark Phillip Baker,1821450834,Internal Medicine
Amanda Briles,1780046821,Nurse - Nurse Practitioner
Simoni Baid,1598127581,Pediatric Medicine
Jacob Andrew Martin,1154783157,Obstetrics/Gynecology
Anita Bhamidipati,1134582067,Emergency Medicine
Min kyung Lee,1609233287,Nurse - Nurse Practitioner
Kevin Czerwieski,1386002855,Nurse - Nurse Practitioner
Prerna Subodh Sharma,1003279001,Critical Care (Intensivists)
Jaurel Harley,1497117410,Pediatric Medicine
Michele Marie Iguina,1811350648,Internal Medicine
Pavan Attaluri,1235592064,Radiology - Diagnostic Radiology
Alicia Jean Harbison,1306209119,Family Practice
Daniela Rodrigues,1043673932,Internal Medicine
Melissa Letoya-blair Bradshaw,1801259536,Internal Medicine
Jorge Restrepo,1528421096,Internal Medicine
Daniel Solano,1912367541,Ophthalmology
Amber Mckenzie,1528433117,Nurse - Nurse Practitioner
Cerilien Lamy,1124493689,Nurse - Nurse Practitioner
Michael Thomas Jerger,1134589518,Critical Care (Intensivists)
Kelly Ann Buzynski,1063887388,Anesthesiology - Certified Registered Nurse Anesthetist
Shauna Ashley Boyd,1386019511,Physician Assistant
Tosin Oshionebo,1538529797,Nurse - Nurse Practitioner
Kristina Turk Hall,1912367053,Nurse - Nurse Practitioner
Ryan M Pond,1205291325,Anesthesiology - Certified Registered Nurse Anesthetist
Demis Florin Russu,1144685363,Anesthesiology - Certified Registered Nurse Anesthetist
Juston Forte,1538529524,Nurse - Nurse Practitioner
Teresita Ryan,1215392154,Nurse - Nurse Practitioner
Titi Ogunu,1346600244,Nurse - Nurse Practitioner
Donna June Klement,1104287507,Nurse - Nurse Practitioner
Natalia K Pak,1528423043,Physician Assistant
Samantha Gibson,1447611835,Anesthesiology - Certified Registered Nurse Anesthetist
Jose Jesus Rodriguez,1538520986,General Practice
Bethany Naugle,1750742136,Physician Assistant
Cecily Rose,1871954891,Anesthesiology - Certified Registered Nurse Anesthetist
Joseph Okechukwu Obi,1497117253,Gastroenterology
Ifeatu Okafor,1972965770,Physician Assistant
Tristan Tanner,1770945461,Critical Care (Intensivists)
John Philip Saydi,1215399761,Surgery - General Surgery
Nancy Ayad,1679935217,Emergency Medicine
Sergio Euclides Hernandez,1619339025,Surgery - General Surgery
Michael Haynes,1023470457,Pediatric Medicine
Sharon Williamson,1821455155,Nurse - Nurse Practitioner
Andrea Ann marie Medwinter,1902263239,Nurse - Nurse Practitioner
Kiona Cooper,1104283480,Physician Assistant
John David Stillings,1477910594,Anesthesiology - Anesthesiologist Assistant
Varsha Kumar,1770945073,Radiology - Diagnostic Radiology
Nikash Jay Patel,1255793444,Hospitalist
Michael Hieu Lam,1346651387,Podiatry
Nicolas Paul Rivera,1780001461,Anesthesiology - Certified Registered Nurse Anesthetist
Tatiana Nicole Atkins,1669899175,Anesthesiology - Anesthesiologist
Jennifer Sanfilippo,1013391291,Nurse - Nurse Practitioner
Jeremy Bonjorno,1053795237,Podiatry
Kimberly Crestani,1740664853,Nurse - Nurse Practitioner
Ehiozogie Adu osayimwen,1477937431,Internal Medicine
Katiuska Gonzalez,1073997102,Family Practice
Timothy Selway,1962887943,Internal Medicine
Sarah Beasley,1275918229,Nurse - Nurse Practitioner
Emily Yvonne Eye,1821409616,Obstetrics/Gynecology
Donald Christopher Laseur,1558772343,Surgery - General Surgery
Mahima Shah,1457762007,Anesthesiology - Anesthesiologist
Alex Jabourian,1740691195,Emergency Medicine
Emmanuel Isaac Bahamonde,1881011260,Internal Medicine
Joshua Russell Shultz,1063839421,Internal Medicine
Muneera Shaikh,1457778748,Hospitalist
Jonathan Pavlinec,1316364623,Urology
Shemushi Nasreen,1366869687,Family Practice
Bilkish Chunara,1003233370,Nurse - Nurse Practitioner
James Esser Barr,1225455306,Emergency Medicine
Daniel Elgut,1215354352,Podiatry
Stacey Stinger,1619374451,Nurse - Nurse Practitioner
Sarah Hubbs,1063819837,Nurse - Nurse Practitioner
Marissa Bournique,1417332131,Gastroenterology
Dardiny Saint-clair,1558746206,Surgery - Orthopedic Surgery
Nina Jabourian,1609287044,Emergency Medicine
Trevor Kyle Huber,1649682857,Family Practice
Dubier Matos castillo,1720490931,Critical Care (Intensivists)
Shara jane Lugtu Sarmiento,1902218027,Nurse - Nurse Practitioner
Megan Ione Mcneil,1639581739,Emergency Medicine
Marimer Rensoli velazquez,1275945412,Rheumatology
Leslie Ann Soto,1790197846,Hospitalist
Arnaldo Enrique Reyes esteves,1881006948,Critical Care (Intensivists)
Adnan Zubair,1992117089,Surgery - Orthopedic Surgery
Sousan Yazdi Black,1144632217,Nurse - Nurse Practitioner
Jose Antonio Izquierdo diaz,1235534215,Internal Medicine
Benjamin Francois chavre,1306241286,General Practice
Marlea Jeter,1376948265,Nurse - Nurse Practitioner
Dejan Slavnic,1629451901,Surgery - Neurosurgery
Deepa Panjeti-moore,1699185439,Neurology
Daniel Reed Buchan,1972929164,Surgery - Orthopedic Surgery
Robynn Ashley Lowe,1649680273,Nurse - Nurse Practitioner
Grace Cruz,1770993032,Anesthesiology - Anesthesiologist
David Traficante,1194135590,Emergency Medicine
Neeraj Julka,1801292479,Family Practice
Jamie R. Rubin,1346646932,Physician Assistant
Roberto C Marrero zeda,1497151997,Emergency Medicine
Salil Taroon Shah,1467853929,Internal Medicine
Bendji Thony,1164824694,Nurse - Nurse Practitioner
Bailey Hocking,1144622648,Anesthesiology - Anesthesiologist Assistant
Erica Jane Hardessen edwards,1477955813,Social Worker - Licensed Clinical Social Worker
Sarah Asghar,1821490160,Internal Medicine
Cynthia Anne Thomas,1548643422,Nurse - Nurse Practitioner
Dina Hansen,1326421280,Podiatry
Devon Rayasa,1568846335,Hospitalist
Matthew Brooks,1851775464,Emergency Medicine
Treva Loveday Batcho,1619351368,Nurse - Nurse Practitioner
Cassie Anne Dennis,1609250380,Nurse - Nurse Practitioner
Mariuxi Alexandra Viteri malone,1306220900,Oncology - Hematology/Oncology
Luis Santiago Rivera gonzalez,1033593538,Emergency Medicine
Andres Antonio Albornoz,1295119709,Internal Medicine
Mark Brickey,1043620396,Internal Medicine
Jonathan Ross Dattilo,1790101608,Surgery - Orthopedic Surgery
Daniel J Cairns,1447656848,Surgery - Foot and Ankle
Robert C Perez,1508262940,Surgery - General Surgery
Zachary Paul Castle,1619388774,Family Practice
